
Arkansas; 05057; Hempstead County; 15,675; 33,107; 42,343; 52,521; 25,937; 32,420; 35,365
Arkansas; 05059; Hot Spring County; 16,068; 32,909; 42,145; 53,157; 25,617; 32,222; 35,169
Arkansas; 05061; Howard County; 15,524; 32,909; 42,145; 52,976; 26,028; 32,222; 35,169
Arkansas; 05063; Independence County; 14,995; 32,909; 42,145; 53,021; 25,556; 32,222; 35,169
Arkansas; 05065; Izard County; 15,781; 32,909; 42,145; 53,188; 25,328; 32,222; 35,169
Arkansas; 05067; Jackson County; 14,828; 32,909; 42,145; 53,945; 25,998; 32,222; 35,169
Arkansas; 05069; Jefferson County; 15,600; 34,080; 43,321; 53,687; 26,256; 33,397; 36,335
Arkansas; 05071; Johnson County; 14,632; 32,909; 42,145; 53,324; 26,043; 32,222; 35,169
Arkansas; 05073; Lafayette County; 15,721; 33,198; 42,435; 52,612; 26,150; 32,512; 35,456
Arkansas; 05075; Lawrence County; 14,662; 32,909; 42,145; 52,521; 25,328; 32,222; 35,169
Arkansas; 05077; Lee County; 15,116; 32,909; 42,145; 53,324; 25,374; 32,222; 35,169
Arkansas; 05079; Lincoln County; 15,600; 34,080; 43,321; 53,687; 26,256; 33,397; 36,335
Arkansas; 05081; Little River County; 15,721; 33,198; 42,435; 52,794; 26,150; 32,512; 35,456
Arkansas; 05083; Logan County; 14,647; 32,909; 42,145; 54,081; 25,663; 32,222; 35,169
Arkansas; 05085; Lonoke County; 17,747; 35,480; 44,725; 56,807; 28,417; 34,802; 37,728
Arkansas; 05087; Madison County; 17,096; 35,039; 44,282; 57,382; 27,048; 34,359; 37,289
Arkansas; 05089; Marion County; 16,038; 32,909; 42,145; 53,203; 25,602; 32,222; 35,169
Arkansas; 05091; Miller County; 17,157; 34,552; 43,794; 54,444; 26,774; 33,870; 36,804
Arkansas; 05093; Mississippi County; 15,055; 33,122; 42,359; 53,506; 25,221; 32,435; 35,381
Arkansas; 05095; Monroe County; 16,053; 32,909; 42,145; 52,703; 25,617; 32,222; 35,169
Arkansas; 05097; Montgomery County; 15,615; 33,959; 43,198; 54,051; 26,134; 33,275; 36,213
Arkansas; 05099; Nevada County; 15,721; 33,198; 42,435; 52,612; 26,150; 32,512; 35,456
Arkansas; 05101; Newton County; 16,068; 32,939; 42,176; 53,036; 25,617; 32,252; 35,199
Arkansas; 05103; Ouachita County; 14,617; 32,909; 42,145; 53,672; 26,134; 32,222; 35,169
Arkansas; 05105; Perry County; 17,747; 35,480; 44,725; 56,807; 28,417; 34,802; 37,728
Arkansas; 05107; Phillips County; 16,038; 32,909; 42,145; 53,097; 25,632; 32,222; 35,169
Arkansas; 05109; Pike County; 15,721; 33,198; 42,435; 52,612; 26,150; 32,512; 35,456
Arkansas; 05111; Poinsett County; 14,647; 32,909; 42,145; 53,309; 25,663; 32,222; 35,169
Arkansas; 05113; Polk County; 16,053; 32,909; 42,145; 53,082; 26,134; 32,222; 35,169
Arkansas; 05115; Pope County; 15,433; 33,244; 42,481; 54,399; 25,389; 32,558; 35,502
Arkansas; 05117; Prairie County; 16,053; 32,909; 42,145; 52,703; 25,617; 32,222; 35,169
Arkansas; 05119; Pulaski County; 17,747; 35,480; 44,725; 56,807; 28,417; 34,802; 37,728
Arkansas; 05121; Randolph County; 14,647; 32,909; 42,145; 52,264; 25,450; 32,222; 35,169
Arkansas; 05125; Saline County; 17,747; 35,480; 44,725; 56,807; 28,417; 34,802; 37,728
Arkansas; 05127; Scott County; 16,053; 32,909; 42,145; 53,718; 25,617; 32,222; 35,169
Arkansas; 05129; Searcy County; 16,068; 32,939; 42,176; 53,036; 25,617; 32,252; 35,199
Arkansas; 05131; Sebastian County; 15,539; 33,548; 42,786; 54,172; 25,876; 32,863; 35,805
Arkansas; 05133; Sevier County; 16,083; 32,909; 42,145; 53,718; 25,830; 32,222; 35,169
Arkansas; 05135; Sharp County; 16,053; 32,909; 42,145; 52,870; 25,617; 32,222; 35,169
Arkansas; 05123; St. Francis County; 16,174; 33,107; 42,343; 54,217; 25,952; 32,420; 35,365
Arkansas; 05137; Stone County; 15,781; 32,909; 42,145; 53,188; 25,328; 32,222; 35,169
Arkansas; 05139; Union County; 16,235; 33,122; 42,359; 53,324; 26,119; 32,435; 35,381
Arkansas; 05141; Van Buren County; 14,647; 32,909; 42,145; 52,597; 25,024; 32,222; 35,169
Arkansas; 05143; Washington County; 17,096; 35,039; 44,282; 57,382; 27,048; 34,359; 37,289
Arkansas; 05145; White County; 16,265; 33,167; 42,405; 53,869; 25,815; 32,481; 35,426
Arkansas; 05147; Woodruff County; 16,053; 32,909; 42,145; 52,703; 25,617; 32,222; 35,169
Arkansas; 05149; Yell County; 16,008; 32,909; 42,145; 53,627; 25,906; 32,222; 35,169
California; 06001; Alameda County; 23,944; 48,288; 55,814; 70,038; 36,151; 44,312; 47,090
